Model,Size,Repeat,Accuracy,Time,LogSize
Logistic,794,10,0.8500249128051819,1.1099999999860302,2.8998205024270964
Logistic TAN,794,10,0.8545092177379173,2.199999999953434,2.8998205024270964
NB,794,11,0.8400597907324364,0.2600000000093132,2.8998205024270964
TAN,794,11,0.8565022421524664,1.3599999999860302,2.8998205024270964
Logistic,794,11,0.8570004982561036,1.1099999999860302,2.8998205024270964
Logistic TAN,794,11,0.8505231689088192,2.25,2.8998205024270964
NB,794,12,0.8310911808669657,0.2800000000279397,2.8998205024270964
TAN,794,12,0.8545092177379173,1.25,2.8998205024270964
Logistic,794,12,0.8355754857997011,1.1199999999953434,2.8998205024270964
Logistic TAN,794,12,0.8425510712506228,2.25,2.8998205024270964
NB,794,13,0.8191330343796711,0.2800000000279397,2.8998205024270964
TAN,794,13,0.8490284005979073,1.3599999999860302,2.8998205024270964
Logistic,794,13,0.8470353761833582,1.1099999999860302,2.8998205024270964
Logistic TAN,794,13,0.8440458395615347,2.1799999999348074,2.8998205024270964
NB,794,14,0.8261086198305929,0.27000000001862645,2.8998205024270964
TAN,794,14,0.852017937219731,1.3900000000139698,2.8998205024270964
Logistic,794,14,0.8480318883906328,1.159999999916181,2.8998205024270964
Logistic TAN,794,14,0.8460388639760837,2.3399999999674037,2.8998205024270964
NB,794,15,0.8166417538614849,0.2800000000279397,2.8998205024270964
TAN,794,15,0.8340807174887892,1.3300000000745058,2.8998205024270964
Logistic,794,15,0.8365719980069756,1.1700000000419095,2.8998205024270964
Logistic TAN,794,15,0.8246138515196811,2.299999999930151,2.8998205024270964
NB,794,16,0.8216243148978575,0.27999999991152436,2.8998205024270964
TAN,794,16,0.8465371200797209,1.4399999999441206,2.8998205024270964
Logistic,794,16,0.8460388639760837,1.1700000000419095,2.8998205024270964
Logistic TAN,794,16,0.8445440956651719,2.2600000000093132,2.8998205024270964
NB,794,17,0.8036870951669158,0.2800000000279397,2.8998205024270964
TAN,794,17,0.8425510712506228,1.1899999999441206,2.8998205024270964
Logistic,794,17,0.8395615346287992,1.1600000000325963,2.8998205024270964
Logistic TAN,794,17,0.8465371200797209,2.2299999999813735,2.8998205024270964
NB,794,18,0.8191330343796711,0.2800000000279397,2.8998205024270964
TAN,794,18,0.8525161933233683,1.1099999999860302,2.8998205024270964
Logistic,794,18,0.8330842052815147,1.1400000000139698,2.8998205024270964
Logistic TAN,794,18,0.852017937219731,2.2299999999813735,2.8998205024270964
NB,794,19,0.833582461385152,0.27999999991152436,2.8998205024270964
TAN,794,19,0.8490284005979073,1.25,2.8998205024270964
Logistic,794,19,0.8430493273542601,1.1699999999254942,2.8998205024270964
Logistic TAN,794,19,0.8530144494270054,2.25,2.8998205024270964
NB,794,20,0.815146985550573,0.2800000000279397,2.8998205024270964
TAN,794,20,0.8545092177379173,1.2399999999906868,2.8998205024270964
Logistic,794,20,0.8480318883906328,1.1800000000512227,2.8998205024270964
Logistic TAN,794,20,0.8460388639760837,2.290000000037253,2.8998205024270964
NB,794,21,0.8390632785251619,0.2900000000372529,2.8998205024270964
TAN,794,21,0.8570004982561036,1.3599999999860302,2.8998205024270964
Logistic,794,21,0.8425510712506228,1.1300000000046566,2.8998205024270964
Logistic TAN,794,21,0.8385650224215246,2.25,2.8998205024270964
NB,794,22,0.817140009965122,0.2800000000279397,2.8998205024270964
TAN,794,22,0.8470353761833582,1.3399999999674037,2.8998205024270964
Logistic,794,22,0.84853014449427,1.1700000000419095,2.8998205024270964
Logistic TAN,794,22,0.8420528151469856,2.3299999999580905,2.8998205024270964
NB,794,23,0.8345789735924265,0.2800000000279397,2.8998205024270964
TAN,794,23,0.8550074738415545,1.3900000000139698,2.8998205024270964
Logistic,794,23,0.8380667663178873,1.0899999999674037,2.8998205024270964
Logistic TAN,794,23,0.8425510712506228,2.2100000000791624,2.8998205024270964
NB,794,24,0.8141504733432985,0.2900000000372529,2.8998205024270964
TAN,794,24,0.8430493273542601,1.3300000000745058,2.8998205024270964
Logistic,794,24,0.8355754857997011,1.099999999976717,2.8998205024270964
Logistic TAN,794,24,0.8565022421524664,2.209999999962747,2.8998205024270964
NB,794,25,0.8221225710014948,0.2800000000279397,2.8998205024270964
TAN,794,25,0.8455406078724464,1.3800000000046566,2.8998205024270964
Logistic,794,25,0.8261086198305929,1.1099999999860302,2.8998205024270964
Logistic TAN,794,25,0.8385650224215246,2.2199999999720603,2.8998205024270964
NB,794,26,0.8166417538614849,0.2900000000372529,2.8998205024270964
TAN,794,26,0.8470353761833582,1.3300000000745058,2.8998205024270964
Logistic,794,26,0.8395615346287992,1.1700000000419095,2.8998205024270964
Logistic TAN,794,26,0.8400597907324364,2.3399999999674037,2.8998205024270964
NB,794,27,0.8375685102142502,0.27999999991152436,2.8998205024270964
TAN,794,27,0.8515196811160937,1.349999999976717,2.8998205024270964
Logistic,794,27,0.8455406078724464,1.1600000000325963,2.8998205024270964
Logistic TAN,794,27,0.8460388639760837,2.169999999925494,2.8998205024270964
NB,794,28,0.8226208271051321,0.2800000000279397,2.8998205024270964
TAN,794,28,0.8465371200797209,1.309999999939464,2.8998205024270964
Logistic,794,28,0.833582461385152,1.090000000083819,2.8998205024270964
Logistic TAN,794,28,0.8375685102142502,2.25,2.8998205024270964
NB,794,29,0.828101644245142,0.2800000000279397,2.8998205024270964
TAN,794,29,0.8604882909815645,1.4200000000419095,2.8998205024270964
Logistic,794,29,0.8380667663178873,1.1400000000139698,2.8998205024270964
Logistic TAN,794,29,0.8271051320378675,2.2600000000093132,2.8998205024270964
NB,794,30,0.8285999003487793,0.2800000000279397,2.8998205024270964
TAN,794,30,0.8584952665670155,1.3900000000139698,2.8998205024270964
Logistic,794,30,0.8365719980069756,1.0600000000558794,2.8998205024270964
Logistic TAN,794,30,0.8360737419033383,2.169999999925494,2.8998205024270964
NB,794,31,0.8310911808669657,0.2800000000279397,2.8998205024270964
TAN,794,31,0.8445440956651719,1.3599999999860302,2.8998205024270964
Logistic,794,31,0.8500249128051819,1.099999999976717,2.8998205024270964
Logistic TAN,794,31,0.8405580468360737,2.2600000000093132,2.8998205024270964
NB,794,32,0.8285999003487793,0.2900000000372529,2.8998205024270964
TAN,794,32,0.8609865470852018,1.309999999939464,2.8998205024270964
Logistic,794,32,0.8500249128051819,1.1100000001024455,2.8998205024270964
Logistic TAN,794,32,0.8425510712506228,2.2399999999906868,2.8998205024270964
NB,794,33,0.8295964125560538,0.2900000000372529,2.8998205024270964
TAN,794,33,0.8480318883906328,1.3300000000745058,2.8998205024270964
Logistic,794,33,0.8495266567015446,1.1199999999953434,2.8998205024270964
Logistic TAN,794,33,0.8565022421524664,2.169999999925494,2.8998205024270964
NB,794,34,0.8266068759342302,0.2800000000279397,2.8998205024270964
TAN,794,34,0.8639760837070254,1.3599999999860302,2.8998205024270964
Logistic,794,34,0.8455406078724464,1.150000000023283,2.8998205024270964
Logistic TAN,794,34,0.8465371200797209,2.25,2.8998205024270964
NB,794,35,0.8221225710014948,0.27000000001862645,2.8998205024270964
TAN,794,35,0.8500249128051819,1.4699999999720603,2.8998205024270964
Logistic,794,35,0.8395615346287992,1.1400000000139698,2.8998205024270964
Logistic TAN,794,35,0.8495266567015446,2.2199999999720603,2.8998205024270964
NB,794,36,0.8231190832087693,0.2800000000279397,2.8998205024270964
TAN,794,36,0.8470353761833582,1.2899999999208376,2.8998205024270964
Logistic,794,36,0.8535127055306427,1.1300000000046566,2.8998205024270964
Logistic TAN,794,36,0.84853014449427,2.199999999953434,2.8998205024270964
NB,794,37,0.8271051320378675,0.27999999991152436,2.8998205024270964
TAN,794,37,0.8510214250124564,1.4399999999441206,2.8998205024270964
Logistic,794,37,0.8390632785251619,1.1099999999860302,2.8998205024270964
Logistic TAN,794,37,0.8415545590433483,2.2800000000279397,2.8998205024270964
NB,794,38,0.8131539611360239,0.2800000000279397,2.8998205024270964
TAN,794,38,0.8530144494270054,1.4699999999720603,2.8998205024270964
Logistic,794,38,0.8380667663178873,1.1400000000139698,2.8998205024270964
Logistic TAN,794,38,0.8445440956651719,2.2600000000093132,2.8998205024270964
NB,794,39,0.8181365221723966,0.27000000001862645,2.8998205024270964
TAN,794,39,0.8440458395615347,1.3600000001024455,2.8998205024270964
Logistic,794,39,0.8440458395615347,1.0899999999674037,2.8998205024270964
Logistic TAN,794,39,0.8445440956651719,2.190000000060536,2.8998205024270964
NB,794,40,0.8256103637269556,0.2600000000093132,2.8998205024270964
TAN,794,40,0.8515196811160937,1.4699999999720603,2.8998205024270964
Logistic,794,40,0.8350772296960638,1.1399999998975545,2.8998205024270964
Logistic TAN,794,40,0.8370702541106129,2.199999999953434,2.8998205024270964
NB,794,41,0.8420528151469856,0.27000000001862645,2.8998205024270964
TAN,794,41,0.8609865470852018,1.3300000000745058,2.8998205024270964
Logistic,794,41,0.8515196811160937,1.059999999939464,2.8998205024270964
Logistic TAN,794,41,0.8510214250124564,2.1600000000325963,2.8998205024270964
NB,794,42,0.8425510712506228,0.2800000000279397,2.8998205024270964
TAN,794,42,0.8555057299451918,1.309999999939464,2.8998205024270964
Logistic,794,42,0.8525161933233683,1.1600000000325963,2.8998205024270964
Logistic TAN,794,42,0.8574987543597409,2.209999999962747,2.8998205024270964
NB,794,43,0.8146487294469357,0.2800000000279397,2.8998205024270964
TAN,794,43,0.852017937219731,1.4200000000419095,2.8998205024270964
Logistic,794,43,0.8565022421524664,1.1699999999254942,2.8998205024270964
Logistic TAN,794,43,0.8440458395615347,2.3399999999674037,2.8998205024270964
NB,794,44,0.8241155954160438,0.2800000000279397,2.8998205024270964
TAN,794,44,0.8480318883906328,1.3800000000046566,2.8998205024270964
Logistic,794,44,0.85401096163428,1.1199999999953434,2.8998205024270964
Logistic TAN,794,44,0.852017937219731,2.14000000001397,2.8998205024270964
NB,794,45,0.8266068759342302,0.27000000001862645,2.8998205024270964
TAN,794,45,0.8460388639760837,1.2600000000093132,2.8998205024270964
Logistic,794,45,0.8360737419033383,1.1099999999860302,2.8998205024270964
Logistic TAN,794,45,0.8400597907324364,2.1899999999441206,2.8998205024270964
NB,794,46,0.8141504733432985,0.2800000000279397,2.8998205024270964
TAN,794,46,0.8584952665670155,1.440000000060536,2.8998205024270964
Logistic,794,46,0.8375685102142502,1.1300000000046566,2.8998205024270964
Logistic TAN,794,46,0.8465371200797209,2.1899999999441206,2.8998205024270964
NB,794,47,0.8276033881415047,0.2800000000279397,2.8998205024270964
TAN,794,47,0.8515196811160937,1.4499999999534339,2.8998205024270964
Logistic,794,47,0.8455406078724464,1.090000000083819,2.8998205024270964
Logistic TAN,794,47,0.8345789735924265,2.1899999999441206,2.8998205024270964
NB,794,48,0.8325859491778774,0.2800000000279397,2.8998205024270964
TAN,794,48,0.8470353761833582,1.3699999999953434,2.8998205024270964
Logistic,794,48,0.8405580468360737,1.1400000000139698,2.8998205024270964
Logistic TAN,794,48,0.8455406078724464,2.199999999953434,2.8998205024270964
NB,794,49,0.833582461385152,0.2800000000279397,2.8998205024270964
TAN,794,49,0.8574987543597409,1.4699999999720603,2.8998205024270964
Logistic,794,49,0.8604882909815645,1.0700000000651926,2.8998205024270964
Logistic TAN,794,49,0.8579970104633782,2.2199999999720603,2.8998205024270964
NB,794,50,0.8191330343796711,0.27999999991152436,2.8998205024270964
TAN,794,50,0.84853014449427,1.4100000000325963,2.8998205024270964
Logistic,794,50,0.8405580468360737,1.1099999999860302,2.8998205024270964
Logistic TAN,794,50,0.8495266567015446,2.230000000097789,2.8998205024270964
NB,794,51,0.8146487294469357,0.2800000000279397,2.8998205024270964
TAN,794,51,0.8385650224215246,1.2399999999906868,2.8998205024270964
Logistic,794,51,0.8330842052815147,1.1300000000046566,2.8998205024270964
Logistic TAN,794,51,0.8440458395615347,2.230000000097789,2.8998205024270964
NB,794,52,0.8256103637269556,0.2800000000279397,2.8998205024270964
TAN,794,52,0.852017937219731,1.440000000060536,2.8998205024270964
Logistic,794,52,0.8370702541106129,1.0899999999674037,2.8998205024270964
Logistic TAN,794,52,0.8325859491778774,2.2199999999720603,2.8998205024270964
NB,794,53,0.8295964125560538,0.2800000000279397,2.8998205024270964
TAN,794,53,0.8530144494270054,1.2299999999813735,2.8998205024270964
Logistic,794,53,0.8325859491778774,1.0600000000558794,2.8998205024270964
Logistic TAN,794,53,0.8400597907324364,2.14000000001397,2.8998205024270964
NB,794,54,0.833582461385152,0.2800000000279397,2.8998205024270964
TAN,794,54,0.8500249128051819,1.4200000000419095,2.8998205024270964
Logistic,794,54,0.852017937219731,1.1199999999953434,2.8998205024270964
Logistic TAN,794,54,0.8445440956651719,2.2299999999813735,2.8998205024270964
NB,794,55,0.8425510712506228,0.2800000000279397,2.8998205024270964
TAN,794,55,0.8535127055306427,1.3800000000046566,2.8998205024270964
Logistic,794,55,0.8565022421524664,1.1800000000512227,2.8998205024270964
Logistic TAN,794,55,0.8465371200797209,2.2799999999115244,2.8998205024270964
NB,794,56,0.8231190832087693,0.2800000000279397,2.8998205024270964
TAN,794,56,0.8470353761833582,1.2800000000279397,2.8998205024270964
Logistic,794,56,0.8385650224215246,1.1899999999441206,2.8998205024270964
Logistic TAN,794,56,0.8380667663178873,2.2600000000093132,2.8998205024270964
NB,794,57,0.8261086198305929,0.2800000000279397,2.8998205024270964
TAN,794,57,0.8455406078724464,1.4499999999534339,2.8998205024270964
Logistic,794,57,0.8360737419033383,1.1199999999953434,2.8998205024270964
Logistic TAN,794,57,0.8475336322869955,2.269999999902211,2.8998205024270964
NB,794,58,0.8256103637269556,0.2800000000279397,2.8998205024270964
TAN,794,58,0.8545092177379173,1.4100000000325963,2.8998205024270964
Logistic,794,58,0.8555057299451918,1.1099999999860302,2.8998205024270964
Logistic TAN,794,58,0.8480318883906328,2.25,2.8998205024270964
NB,794,59,0.828101644245142,0.2800000000279397,2.8998205024270964
TAN,794,59,0.8570004982561036,1.349999999976717,2.8998205024270964
Logistic,794,59,0.8425510712506228,1.1099999999860302,2.8998205024270964
Logistic TAN,794,59,0.8405580468360737,2.2399999999906868,2.8998205024270964
NB,794,60,0.8196312904833084,0.27999999991152436,2.8998205024270964
TAN,794,60,0.8455406078724464,1.3800000000046566,2.8998205024270964
Logistic,794,60,0.8420528151469856,1.159999999916181,2.8998205024270964
Logistic TAN,794,60,0.8390632785251619,2.2200000000884756,2.8998205024270964
NB,794,61,0.8231190832087693,0.2900000000372529,2.8998205024270964
TAN,794,61,0.8470353761833582,1.4200000000419095,2.8998205024270964
Logistic,794,61,0.8505231689088192,1.1400000000139698,2.8998205024270964
Logistic TAN,794,61,0.8445440956651719,2.2600000000093132,2.8998205024270964
NB,794,62,0.8355754857997011,0.2800000000279397,2.8998205024270964
TAN,794,62,0.8475336322869955,1.3599999999860302,2.8998205024270964
Logistic,794,62,0.85401096163428,1.1100000001024455,2.8998205024270964
Logistic TAN,794,62,0.852017937219731,2.190000000060536,2.8998205024270964
NB,794,63,0.815146985550573,0.27999999991152436,2.8998205024270964
TAN,794,63,0.8510214250124564,1.349999999976717,2.8998205024270964
Logistic,794,63,0.8405580468360737,1.0699999999487773,2.8998205024270964
Logistic TAN,794,63,0.8435475834578974,2.240000000107102,2.8998205024270964
NB,794,64,0.8435475834578974,0.2800000000279397,2.8998205024270964
TAN,794,64,0.8570004982561036,1.2199999999720603,2.8998205024270964
Logistic,794,64,0.85401096163428,1.0799999999580905,2.8998205024270964
Logistic TAN,794,64,0.8550074738415545,2.14000000001397,2.8998205024270964
NB,794,65,0.8256103637269556,0.27999999991152436,2.8998205024270964
TAN,794,65,0.8490284005979073,1.4199999999254942,2.8998205024270964
Logistic,794,65,0.8385650224215246,1.1099999999860302,2.8998205024270964
Logistic TAN,794,65,0.8480318883906328,2.2799999999115244,2.8998205024270964
NB,794,66,0.8290981564524166,0.2800000000279397,2.8998205024270964
TAN,794,66,0.8609865470852018,1.3900000000139698,2.8998205024270964
Logistic,794,66,0.8525161933233683,1.159999999916181,2.8998205024270964
Logistic TAN,794,66,0.8515196811160937,2.199999999953434,2.8998205024270964
NB,794,67,0.8176382660687593,0.27999999991152436,2.8998205024270964
TAN,794,67,0.8360737419033383,1.459999999962747,2.8998205024270964
Logistic,794,67,0.8515196811160937,1.1400000000139698,2.8998205024270964
Logistic TAN,794,67,0.8455406078724464,2.3699999999953434,2.8998205024270964
NB,794,68,0.8146487294469357,0.27999999991152436,2.8998205024270964
TAN,794,68,0.8535127055306427,1.3699999999953434,2.8998205024270964
Logistic,794,68,0.8355754857997011,1.1300000000046566,2.8998205024270964
Logistic TAN,794,68,0.8460388639760837,2.2199999999720603,2.8998205024270964
NB,794,69,0.8246138515196811,0.27999999991152436,2.8998205024270964
TAN,794,69,0.8500249128051819,1.309999999939464,2.8998205024270964
Logistic,794,69,0.8390632785251619,1.0700000000651926,2.8998205024270964
Logistic TAN,794,69,0.8445440956651719,2.25,2.8998205024270964
NB,794,70,0.8226208271051321,0.2800000000279397,2.8998205024270964
TAN,794,70,0.8470353761833582,1.3699999999953434,2.8998205024270964
Logistic,794,70,0.8565022421524664,1.1199999999953434,2.8998205024270964
Logistic TAN,794,70,0.8465371200797209,2.2800000000279397,2.8998205024270964
NB,794,71,0.8211260587942202,0.2800000000279397,2.8998205024270964
TAN,794,71,0.8490284005979073,1.309999999939464,2.8998205024270964
Logistic,794,71,0.8495266567015446,1.090000000083819,2.8998205024270964
Logistic TAN,794,71,0.852017937219731,2.2199999999720603,2.8998205024270964
NB,794,72,0.8320876930742401,0.2600000000093132,2.8998205024270964
TAN,794,72,0.8550074738415545,1.5,2.8998205024270964
Logistic,794,72,0.8500249128051819,1.1699999999254942,2.8998205024270964
Logistic TAN,794,72,0.8570004982561036,2.2399999999906868,2.8998205024270964
NB,794,73,0.8271051320378675,0.2900000000372529,2.8998205024270964
TAN,794,73,0.8604882909815645,1.3300000000745058,2.8998205024270964
Logistic,794,73,0.8355754857997011,1.1799999999348074,2.8998205024270964
Logistic TAN,794,73,0.8355754857997011,2.330000000074506,2.8998205024270964
NB,794,74,0.8186347782760339,0.2800000000279397,2.8998205024270964
TAN,794,74,0.8405580468360737,1.3000000000465661,2.8998205024270964
Logistic,794,74,0.8370702541106129,1.0699999999487773,2.8998205024270964
Logistic TAN,794,74,0.833582461385152,2.1899999999441206,2.8998205024270964
NB,794,75,0.8320876930742401,0.2600000000093132,2.8998205024270964
TAN,794,75,0.84853014449427,1.3299999999580905,2.8998205024270964
Logistic,794,75,0.8515196811160937,1.150000000023283,2.8998205024270964
Logistic TAN,794,75,0.8450423517688092,2.199999999953434,2.8998205024270964
NB,794,76,0.8271051320378675,0.2800000000279397,2.8998205024270964
TAN,794,76,0.8470353761833582,1.4200000000419095,2.8998205024270964
Logistic,794,76,0.8420528151469856,1.0799999999580905,2.8998205024270964
Logistic TAN,794,76,0.8500249128051819,2.1700000000419095,2.8998205024270964
NB,794,77,0.8176382660687593,0.2600000000093132,2.8998205024270964
TAN,794,77,0.8460388639760837,1.4200000000419095,2.8998205024270964
Logistic,794,77,0.841056302939711,1.1300000000046566,2.8998205024270964
Logistic TAN,794,77,0.8445440956651719,2.1700000000419095,2.8998205024270964
NB,794,78,0.8251121076233184,0.2800000000279397,2.8998205024270964
TAN,794,78,0.8435475834578974,1.2399999999906868,2.8998205024270964
Logistic,794,78,0.8604882909815645,1.1300000000046566,2.8998205024270964
Logistic TAN,794,78,0.8445440956651719,2.1700000000419095,2.8998205024270964
NB,794,79,0.8201295465869457,0.27999999991152436,2.8998205024270964
TAN,794,79,0.8515196811160937,1.1899999999441206,2.8998205024270964
Logistic,794,79,0.8450423517688092,1.0899999999674037,2.8998205024270964
Logistic TAN,794,79,0.8470353761833582,2.25,2.8998205024270964
NB,794,80,0.8146487294469357,0.2800000000279397,2.8998205024270964
TAN,794,80,0.8510214250124564,1.409999999916181,2.8998205024270964
Logistic,794,80,0.8490284005979073,1.1399999998975545,2.8998205024270964
Logistic TAN,794,80,0.8435475834578974,2.25,2.8998205024270964
NB,794,81,0.8181365221723966,0.2800000000279397,2.8998205024270964
TAN,794,81,0.8405580468360737,1.5,2.8998205024270964
Logistic,794,81,0.8370702541106129,1.1600000000325963,2.8998205024270964
Logistic TAN,794,81,0.8350772296960638,2.1800000000512227,2.8998205024270964
NB,794,82,0.8271051320378675,0.2800000000279397,2.8998205024270964
TAN,794,82,0.8515196811160937,1.25,2.8998205024270964
Logistic,794,82,0.8555057299451918,1.1199999999953434,2.8998205024270964
Logistic TAN,794,82,0.8490284005979073,2.14000000001397,2.8998205024270964
NB,794,83,0.8181365221723966,0.2800000000279397,2.8998205024270964
TAN,794,83,0.8390632785251619,1.3699999999953434,2.8998205024270964
Logistic,794,83,0.8420528151469856,1.1099999999860302,2.8998205024270964
Logistic TAN,794,83,0.8405580468360737,2.2600000000093132,2.8998205024270964
NB,794,84,0.8276033881415047,0.27999999991152436,2.8998205024270964
TAN,794,84,0.8565022421524664,1.3699999999953434,2.8998205024270964
Logistic,794,84,0.8470353761833582,1.1099999999860302,2.8998205024270964
Logistic TAN,794,84,0.8510214250124564,2.1600000000325963,2.8998205024270964
NB,794,85,0.8266068759342302,0.27000000001862645,2.8998205024270964
TAN,794,85,0.85949177877429,1.340000000083819,2.8998205024270964
Logistic,794,85,0.8535127055306427,1.1699999999254942,2.8998205024270964
Logistic TAN,794,85,0.8525161933233683,2.1800000000512227,2.8998205024270964
NB,794,86,0.8365719980069756,0.27999999991152436,2.8998205024270964
TAN,794,86,0.8465371200797209,1.3699999999953434,2.8998205024270964
Logistic,794,86,0.8465371200797209,1.1099999999860302,2.8998205024270964
Logistic TAN,794,86,0.8380667663178873,2.1300000000046566,2.8998205024270964
NB,794,87,0.828101644245142,0.2599999998928979,2.8998205024270964
TAN,794,87,0.8570004982561036,1.2399999999906868,2.8998205024270964
Logistic,794,87,0.8470353761833582,1.1099999999860302,2.8998205024270964
Logistic TAN,794,87,0.8455406078724464,2.2199999999720603,2.8998205024270964
NB,794,88,0.8276033881415047,0.2800000000279397,2.8998205024270964
TAN,794,88,0.8490284005979073,1.4399999999441206,2.8998205024270964
Logistic,794,88,0.8355754857997011,1.1000000000931323,2.8998205024270964
Logistic TAN,794,88,0.8460388639760837,2.25,2.8998205024270964
NB,794,89,0.8176382660687593,0.2900000000372529,2.8998205024270964
TAN,794,89,0.84853014449427,1.4799999999813735,2.8998205024270964
Logistic,794,89,0.8525161933233683,1.1799999999348074,2.8998205024270964
Logistic TAN,794,89,0.8480318883906328,2.2700000000186265,2.8998205024270964
NB,794,90,0.8276033881415047,0.2800000000279397,2.8998205024270964
TAN,794,90,0.8480318883906328,1.3599999999860302,2.8998205024270964
Logistic,794,90,0.8390632785251619,1.1700000000419095,2.8998205024270964
Logistic TAN,794,90,0.8365719980069756,2.2799999999115244,2.8998205024270964
NB,794,91,0.8256103637269556,0.2800000000279397,2.8998205024270964
TAN,794,91,0.84853014449427,1.2299999999813735,2.8998205024270964
Logistic,794,91,0.85401096163428,1.0699999999487773,2.8998205024270964
Logistic TAN,794,91,0.8285999003487793,2.25,2.8998205024270964
NB,794,92,0.8231190832087693,0.2800000000279397,2.8998205024270964
TAN,794,92,0.85401096163428,1.3100000000558794,2.8998205024270964
Logistic,794,92,0.8450423517688092,1.1300000000046566,2.8998205024270964
Logistic TAN,794,92,0.852017937219731,2.169999999925494,2.8998205024270964
NB,794,93,0.8156452416542103,0.2800000000279397,2.8998205024270964
TAN,794,93,0.8565022421524664,1.3399999999674037,2.8998205024270964
Logistic,794,93,0.8415545590433483,1.190000000060536,2.8998205024270964
Logistic TAN,794,93,0.8400597907324364,2.309999999939464,2.8998205024270964
NB,794,94,0.8266068759342302,0.2800000000279397,2.8998205024270964
TAN,794,94,0.8589935226706528,1.4299999999348074,2.8998205024270964
Logistic,794,94,0.8430493273542601,1.1600000000325963,2.8998205024270964
Logistic TAN,794,94,0.8390632785251619,2.2399999999906868,2.8998205024270964
NB,794,95,0.8241155954160438,0.2800000000279397,2.8998205024270964
TAN,794,95,0.8500249128051819,1.3599999999860302,2.8998205024270964
Logistic,794,95,0.8450423517688092,1.1199999999953434,2.8998205024270964
Logistic TAN,794,95,0.852017937219731,2.2299999999813735,2.8998205024270964
NB,794,96,0.8315894369706028,0.2800000000279397,2.8998205024270964
TAN,794,96,0.8350772296960638,1.290000000037253,2.8998205024270964
Logistic,794,96,0.8395615346287992,1.1600000000325963,2.8998205024270964
Logistic TAN,794,96,0.8380667663178873,2.2600000000093132,2.8998205024270964
NB,794,97,0.8191330343796711,0.2800000000279397,2.8998205024270964
TAN,794,97,0.8465371200797209,1.2800000000279397,2.8998205024270964
Logistic,794,97,0.8430493273542601,1.1300000000046566,2.8998205024270964
Logistic TAN,794,97,0.8515196811160937,2.199999999953434,2.8998205024270964
NB,794,98,0.8056801195814649,0.2600000000093132,2.8998205024270964
TAN,794,98,0.8560039860488291,1.4100000000325963,2.8998205024270964
Logistic,794,98,0.8380667663178873,1.1199999999953434,2.8998205024270964
Logistic TAN,794,98,0.833582461385152,2.2800000000279397,2.8998205024270964
NB,794,99,0.8360737419033383,0.2800000000279397,2.8998205024270964
TAN,794,99,0.8555057299451918,1.3100000000558794,2.8998205024270964
Logistic,794,99,0.8560039860488291,1.099999999976717,2.8998205024270964
Logistic TAN,794,99,0.8470353761833582,2.25,2.8998205024270964
NB,794,100,0.8181365221723966,0.27999999991152436,2.8998205024270964
TAN,794,100,0.8475336322869955,1.4399999999441206,2.8998205024270964
Logistic,794,100,0.8375685102142502,1.1099999999860302,2.8998205024270964
Logistic TAN,794,100,0.8465371200797209,2.1199999999953434,2.8998205024270964
NB,1000,1,0.8300946686596911,0.2800000000279397,3
TAN,1000,1,0.8535127055306427,1.4200000000419095,3
Logistic,1000,1,0.8629795714997509,1.3199999999487773,3
Logistic TAN,1000,1,0.8664673642252118,2.6600000000325963,3
NB,1000,2,0.8256103637269556,0.26999999990221113,3
TAN,1000,2,0.8609865470852018,1.2999999999301508,3
Logistic,1000,2,0.8490284005979073,1.5200000000186265,3
Logistic TAN,1000,2,0.8565022421524664,2.790000000037253,3
NB,1000,3,0.8191330343796711,0.27999999991152436,3
TAN,1000,3,0.8530144494270054,1.3999999999068677,3
Logistic,1000,3,0.8455406078724464,1.3699999999953434,3
Logistic TAN,1000,3,0.8545092177379173,2.740000000107102,3
NB,1000,4,0.8221225710014948,0.2800000000279397,3
TAN,1000,4,0.8550074738415545,1.400000000023283,3
Logistic,1000,4,0.8584952665670155,1.4699999999720603,3
Logistic TAN,1000,4,0.8525161933233683,2.709999999962747,3
NB,1000,5,0.8246138515196811,0.2800000000279397,3
TAN,1000,5,0.8619830592924763,1.2199999999720603,3
Logistic,1000,5,0.8604882909815645,1.3900000000139698,3
Logistic TAN,1000,5,0.8570004982561036,2.75,3
NB,1000,6,0.841056302939711,0.27999999991152436,3
TAN,1000,6,0.8574987543597409,1.409999999916181,3
Logistic,1000,6,0.8465371200797209,1.3600000001024455,3
Logistic TAN,1000,6,0.85401096163428,2.709999999962747,3
NB,1000,7,0.8365719980069756,0.27999999991152436,3
TAN,1000,7,0.8535127055306427,1.340000000083819,3
Logistic,1000,7,0.8599900348779272,1.459999999962747,3
Logistic TAN,1000,7,0.8624813153961136,2.75,3
NB,1000,8,0.8285999003487793,0.2800000000279397,3
TAN,1000,8,0.85949177877429,1.4100000000325963,3
Logistic,1000,8,0.8654708520179372,1.4199999999254942,3
Logistic TAN,1000,8,0.8599900348779272,2.7800000000279397,3
NB,1000,9,0.8226208271051321,0.27999999991152436,3
TAN,1000,9,0.8530144494270054,1.1399999998975545,3
Logistic,1000,9,0.852017937219731,1.4100000000325963,3
Logistic TAN,1000,9,0.8470353761833582,2.7700000000186265,3
NB,1000,10,0.8226208271051321,0.27999999991152436,3
TAN,1000,10,0.8555057299451918,1.3599999999860302,3
