model,true_label,predicted_label,log_prob,entropy,is_ood
nb,0,8,-157.08457407569364,1.2357058780213163e-4,FALSE
nb,5,3,-187.26290002387077,0.041884856299226295,TRUE
nb,7,7,-120.72228837448553,-9.963538106587415e-11,FALSE
nb,1,1,-48.93637350078042,-1.000000082690371e-10,FALSE
nb,1,1,-38.349963963771046,-1.000000082690371e-10,FALSE
nb,1,1,-35.07106323532635,-1.000000082690371e-10,FALSE
nb,2,2,-180.5857417435678,-8.690016243146967e-11,FALSE
nb,9,4,-116.93913519453805,1.4051047483713524e-7,FALSE
nb,9,4,-137.48174497698508,0.09767491015062706,FALSE
nb,8,9,-126.96185941051083,9.26059280431573e-4,FALSE
nb,1,1,-24.975309004626435,-1.000000082690371e-10,FALSE
nb,1,1,-23.653976874076083,-1.000000082690371e-10,FALSE
nb,0,6,-144.24317864719978,6.376888921166581e-5,FALSE
nb,2,2,-175.3663620799022,-1.000000082690371e-10,FALSE
nb,8,8,-141.20911387346376,4.22123611195257e-8,FALSE
nb,6,6,-124.63659290286785,-1.0000000826903259e-10,FALSE
nb,0,8,-163.60637070202912,0.1253512995321053,FALSE
nb,0,0,-127.40950013024663,-1.000000082690371e-10,FALSE
nb,2,2,-170.15196475264284,-1.0000000684230001e-10,FALSE
nb,8,8,-148.2879691843682,1.987207828970717e-8,FALSE
nb,8,8,-136.18697037828164,-9.999985767264274e-11,FALSE
nb,7,7,-86.4039818084716,7.901680021945435e-8,FALSE
nb,0,0,-134.90676068882817,-1.000000082690371e-10,FALSE
nb,3,3,-145.4049715920423,2.589049442390527e-4,FALSE
nb,3,3,-145.79407894751722,0.04587007525030886,FALSE
nb,0,0,-138.1633304608705,-1.000000082690371e-10,FALSE
nb,1,1,-35.15404693555716,-1.000000082690371e-10,FALSE
nb,0,0,-146.93192228062398,2.5148223914109657e-7,FALSE
nb,3,3,-155.73208210730212,-9.999991280116837e-11,FALSE
nb,3,3,-154.0798014939685,-1.0000000826867794e-10,FALSE
nb,0,6,-165.60577895199262,0.0016392335360506146,FALSE
nb,1,1,-27.180337944009274,-1.000000082690371e-10,FALSE
nb,0,0,-175.31728679178738,-1.000000082690371e-10,FALSE
nb,2,2,-185.092988982823,-1.000000082690371e-10,FALSE
nb,9,9,-126.37731902024201,-7.950996571769787e-11,FALSE
nb,0,0,-154.84930304945948,-1.000000082690371e-10,FALSE
nb,6,6,-119.04688867570094,-9.998938822645274e-11,FALSE
nb,0,0,-185.85380151732295,-1.0000000826903669e-10,FALSE
nb,2,0,-181.0763149919523,0.5782447315686469,FALSE
nb,8,8,-143.07708161375618,0.0017971046938747954,FALSE
nb,4,9,-105.70976685911715,1.1553817556975674e-5,FALSE
nb,0,0,-163.87380448531536,-9.741923249952646e-11,FALSE
nb,0,0,-160.68394031745814,-1.000000082690371e-10,FALSE
nb,2,2,-185.82531350559844,8.462776233689951e-4,FALSE
nb,9,9,-108.73044210803523,-9.986672223149198e-11,FALSE
nb,0,6,-164.67623480970894,0.0950233120162615,FALSE
nb,1,1,-22.400799306761147,-1.000000082690371e-10,FALSE
nb,2,2,-206.10241324862224,1.6491798919736244e-9,FALSE
nb,9,9,-119.53834820800633,1.467890658821854e-8,FALSE
nb,4,4,-190.91425222179333,1.0073250818966425e-6,FALSE
nb,0,0,-144.86620094492724,-1.000000082690371e-10,FALSE
nb,5,9,-136.2747341949758,2.8746516799375824e-6,TRUE
nb,2,2,-160.98016188011223,-1.000000082690349e-10,FALSE
nb,9,9,-134.8705900806457,0.6789438598524402,FALSE
nb,0,0,-182.88912673536885,-1.000000082690371e-10,FALSE
nb,6,0,-177.33258573242034,0.490757573908794,FALSE
nb,7,7,-97.83063025387588,-1.0000000692179827e-10,FALSE
nb,2,2,-181.82581799821747,8.92363125001433e-12,FALSE
nb,9,9,-105.36652017263538,-9.99997934514176e-11,FALSE
nb,8,8,-134.35165921009178,-9.999998438273437e-11,FALSE
nb,0,0,-148.37760675797895,5.863713110572713e-4,FALSE
nb,1,1,-32.65943293782712,-1.000000082690371e-10,FALSE
nb,2,2,-193.77329899022658,-1.000000082690371e-10,FALSE
nb,9,9,-174.81266047054626,0.017695876768446143,FALSE
nb,5,0,-248.50864140821716,-9.988213595676841e-11,TRUE
nb,5,8,-308.2634644046537,3.6007523272655874e-4,TRUE
nb,0,0,-150.49009816337144,-1.000000082690371e-10,FALSE
nb,2,2,-181.2097045958456,-9.999979585763935e-11,FALSE
nb,9,9,-113.79919633037787,1.5728464560972334e-8,FALSE
nb,9,9,-138.202697198177,1.6877243381285052e-7,FALSE
nb,0,0,-188.97005465243842,-1.000000082690371e-10,FALSE
nb,5,3,-188.5700390412253,2.141869347042744e-8,TRUE
nb,5,8,-210.26805807067197,-3.88627349325207e-11,TRUE
nb,5,8,-167.5905726013099,0.31886432929323705,TRUE
nb,1,1,-57.66539515677792,-1.000000082690371e-10,FALSE
nb,0,0,-191.8708937698957,-1.000000082690371e-10,FALSE
nb,1,1,-33.62075072810777,-1.000000082690371e-10,FALSE
nb,2,2,-180.0075163390368,0.012398119853511911,FALSE
nb,9,9,-93.38752036828815,-9.942485464388521e-11,FALSE
nb,2,3,-142.82592849317663,9.076619207676359e-7,FALSE
nb,0,0,-135.179114412499,-1.000000082690371e-10,FALSE
nb,1,1,-59.42977139304803,-1.000000082690371e-10,FALSE
nb,8,8,-151.06589096250786,0.00706223057161444,FALSE
nb,0,0,-159.01314938591312,0.6036377767775406,FALSE
nb,3,3,-160.5248358829511,0.1049332234624824,FALSE
nb,2,2,-177.1831155563384,-1.0000000826887427e-10,FALSE
nb,2,4,-121.29232632785688,-9.999363903655755e-11,FALSE
nb,7,7,-138.39932413500802,-1.0000000826902086e-10,FALSE
nb,0,0,-127.8508411079375,-1.0000000826903709e-10,FALSE
nb,1,1,-38.84457402542385,-1.000000082690371e-10,FALSE
nb,2,2,-146.33874525932336,-1.000000082690371e-10,FALSE
nb,4,9,-104.58801276583068,7.615586336630149e-4,FALSE
nb,4,2,-221.61583152557185,-1.0000000825259545e-10,FALSE
nb,3,2,-181.68620315890004,2.3517861834518108e-4,FALSE
nb,1,6,-176.40666642200608,0.0010688815145066528,FALSE
nb,0,0,-250.39109101313284,-9.999968431199508e-11,FALSE
nb,6,6,-131.81897328627934,-1.0000000825604531e-10,FALSE
nb,4,4,-112.98204545602277,0.1303150540584078,FALSE
nb,1,1,-35.478339074702745,-1.000000082690371e-10,FALSE
nb,1,1,-23.653976874076083,-1.000000082690371e-10,FALSE
nb,6,6,-140.99190160697972,2.638222096302646e-9,FALSE
nb,1,1,-28.56006410640927,-1.000000082690371e-10,FALSE
nb,1,1,-51.648809239610685,-1.000000082690371e-10,FALSE
nb,7,7,-131.22195933109222,-1.0000000826903403e-10,FALSE
nb,6,0,-229.3729628915959,2.8065297273931843e-6,FALSE
nb,0,0,-214.17221817709543,-1.000000082690371e-10,FALSE
nb,5,3,-281.66883645160686,2.8744663854934226e-9,TRUE
nb,7,7,-116.96037745749119,5.435076020048786e-9,FALSE
nb,1,1,-44.79471371530413,-1.000000082690371e-10,FALSE
nb,8,8,-145.40598860560442,-9.996835720258922e-11,FALSE
nb,8,8,-179.94239598746103,-1.0000000826903099e-10,FALSE
nb,6,6,-102.20462256153203,-1.000000082690371e-10,FALSE
nb,0,0,-138.3650217729661,1.3430200533481534e-7,FALSE
nb,0,0,-134.15033739028618,2.605880258895571e-11,FALSE
nb,1,1,-27.005395680590755,-1.000000082690371e-10,FALSE
nb,5,3,-191.8944235854262,0.001479865416579894,TRUE
nb,8,4,-213.2029186522227,2.885965107885732e-4,FALSE
nb,7,4,-195.30702001281,-9.999993095924106e-11,FALSE
nb,0,0,-237.20064990331585,1.2386502577643175e-8,FALSE
nb,1,1,-51.74309827004352,-1.000000082690371e-10,FALSE
nb,5,0,-263.04624767215483,-1.0000000826903706e-10,TRUE
nb,9,9,-131.28768765625387,3.7905658350555116e-6,FALSE
nb,9,9,-113.52903183990377,-9.003393792981151e-11,FALSE
nb,1,1,-46.62050737205519,-1.000000082690371e-10,FALSE
nb,1,1,-41.84803320374709,-1.000000082690371e-10,FALSE
nb,5,3,-195.99431653428343,4.900179810906374e-6,TRUE
nb,7,7,-152.2127576491004,5.42951051227066e-9,FALSE
nb,5,3,-139.82510624401127,2.339181804994968e-5,TRUE
nb,5,6,-139.94408580071126,0.22963901331987263,TRUE
nb,7,7,-82.29785958760928,5.352348190550291e-4,FALSE
nb,2,2,-128.7809248951795,4.3123286111167465e-6,FALSE
nb,1,1,-52.25286121464147,-1.000000082690371e-10,FALSE
nb,2,2,-166.52432623874586,-1.0000000824857759e-10,FALSE
nb,5,8,-212.84631641786765,0.0013799862267272838,TRUE
nb,7,7,-90.11783021456736,-9.972011308467954e-11,FALSE
nb,0,0,-230.10304237611373,-1.0000000826897576e-10,FALSE
nb,6,0,-178.34581718790568,9.646787891459187e-7,FALSE
nb,8,8,-132.8244379654819,6.768199197000002e-10,FALSE
nb,8,8,-131.4445936082623,-9.934554670993438e-11,FALSE
nb,3,3,-163.20838008952367,0.0028806753846116915,FALSE
nb,2,2,-171.93451614104902,-1.0000000793114981e-10,FALSE
nb,7,7,-115.00837959835586,-7.675432553773531e-11,FALSE
nb,4,4,-152.48597966729145,-9.999631630489991e-11,FALSE
nb,9,7,-148.8750359151259,0.45352207089193586,FALSE
nb,9,9,-92.35443465256498,-9.999991699882354e-11,FALSE
nb,5,4,-169.4136443518515,0.8112883591339101,TRUE
nb,1,1,-44.50024033042745,-1.000000082690371e-10,FALSE
nb,6,6,-127.65458758787074,-9.999991503251535e-11,FALSE
nb,9,9,-147.3033062472736,7.240999564846776e-4,FALSE
nb,9,9,-97.40619343517096,-9.996707848628946e-11,FALSE
nb,5,3,-179.48410774447046,5.757589776122829e-5,TRUE
nb,0,0,-257.33540785050377,-1.0000000087191043e-10,FALSE
nb,5,3,-170.60959217957603,-9.995982957680309e-11,TRUE
nb,7,4,-159.11461431887633,-9.881774431617823e-11,FALSE
nb,2,2,-160.88203103478287,-1.000000082690371e-10,FALSE
nb,0,0,-172.75439598982848,-1.000000082690371e-10,FALSE
nb,0,0,-119.81202070036466,-1.000000082690371e-10,FALSE
nb,9,1,-124.29131199413767,0.030838183790970877,FALSE
nb,5,3,-166.44185351862893,0.6907598570285126,TRUE
nb,3,3,-139.49478607567048,-1.000000082690371e-10,FALSE
nb,6,6,-111.10400524338222,-1.0000000826009487e-10,FALSE
nb,2,2,-161.53350464069544,-1.000000082690371e-10,FALSE
nb,7,7,-89.16914608685119,-1.0000000826251261e-10,FALSE
nb,2,2,-178.23881049752475,4.020183758785668e-6,FALSE
nb,2,2,-273.9081707282624,0.012293056113575328,FALSE
nb,0,0,-161.52762777272804,-1.000000082690371e-10,FALSE
nb,3,3,-135.49909248128432,-1.000000082690371e-10,FALSE
nb,2,2,-173.83156785093988,-1.0000000826900125e-10,FALSE
nb,4,9,-131.20337335465507,1.751020440215076e-7,FALSE
nb,2,2,-196.63744027121194,-1.000000082690371e-10,FALSE
nb,3,3,-153.2876040837117,-1.000000082690371e-10,FALSE
nb,7,7,-128.493894225664,-1.000000082690371e-10,FALSE
nb,2,0,-219.47378634209977,3.7872131609392878e-6,FALSE
nb,3,3,-166.3674082972491,-1.000000082690371e-10,FALSE
nb,5,0,-173.16446190588414,1.3492602686543404e-6,TRUE
nb,5,8,-237.20668991442062,6.098680218551419e-4,TRUE
nb,7,7,-93.9380757977889,0.6801833747714564,FALSE
nb,2,2,-137.56534586044884,6.246762917331466e-10,FALSE
nb,7,9,-96.92748105352727,0.6216595627912731,FALSE
nb,1,1,-22.571194653643566,-1.000000082690371e-10,FALSE
nb,2,2,-160.33753540202008,-1.0000000505972587e-10,FALSE
nb,7,7,-119.76512027425267,-1.0000000818969615e-10,FALSE
nb,2,2,-162.39656382773026,-9.999994535855917e-11,FALSE
nb,3,3,-199.47420700065177,-1.0000000826902618e-10,FALSE
nb,1,1,-98.9274588637691,-9.9558297804525e-11,FALSE
nb,5,3,-205.586511005975,8.963508735330952e-12,TRUE
nb,3,6,-128.98879700602035,7.534094692337966e-4,FALSE
nb,9,9,-106.50490923348072,-1.0000000816071734e-10,FALSE
nb,3,8,-157.25319996956617,6.907711114496543e-5,FALSE
nb,0,0,-129.0553988704834,-1.000000082690371e-10,FALSE
nb,5,9,-155.48476088587907,0.16378730975716155,TRUE
nb,3,3,-124.35962932369611,0.6783169494011472,FALSE
nb,8,8,-131.27439779723863,-1.0000000826903705e-10,FALSE
nb,8,8,-136.64598319685476,-1.0000000758192633e-10,FALSE
nb,0,0,-121.56037653847528,-1.0000000826901302e-10,FALSE
nb,3,3,-158.43182455739984,-1.000000082690371e-10,FALSE
nb,1,1,-34.81795207857389,-1.000000082690371e-10,FALSE
nb,4,9,-116.66936296557338,-9.928352595778091e-11,FALSE
nb,1,1,-107.80229979869657,8.831159386093561e-8,FALSE
nb,3,3,-132.04166786585478,3.879728269242857e-10,FALSE
nb,7,7,-99.70558395124421,0.19041484860095303,FALSE
nb,1,1,-49.93443591303618,-1.000000082690371e-10,FALSE
nb,9,9,-98.28906372844315,-9.99995206341974e-11,FALSE
nb,1,1,-27.736308008730855,-1.000000082690371e-10,FALSE
nb,4,4,-135.5417052329708,1.8427529322989283e-8,FALSE
nb,1,1,-31.33142626458568,-1.000000082690371e-10,FALSE
nb,1,1,-40.32717102189843,-1.000000082690371e-10,FALSE
nb,9,9,-118.69817298193914,9.237645590330242e-10,FALSE
nb,1,1,-22.556158451218497,-1.000000082690371e-10,FALSE
nb,2,2,-149.06728548250035,2.807377090648714e-8,FALSE
nb,9,9,-87.26908349384982,-9.986795108185394e-11,FALSE
nb,1,1,-22.571194653643566,-1.000000082690371e-10,FALSE
nb,9,9,-109.24308670709082,1.3924784930486765e-8,FALSE
nb,2,2,-169.59572007659222,-1.0000000637529895e-10,FALSE
nb,5,6,-149.78074929841142,3.408828528148551e-5,TRUE
nb,5,3,-153.1753960629383,1.998918378688341e-6,TRUE
nb,1,1,-36.61256369801828,-1.000000082690371e-10,FALSE
nb,9,9,-113.68941066322674,8.083501915743393e-11,FALSE
nb,1,1,-26.963152409916077,-1.000000082690371e-10,FALSE
nb,7,7,-138.8011799053134,0.009351525823831515,FALSE
nb,0,0,-139.1062872958475,-1.0000000686523733e-10,FALSE
nb,1,1,-50.212329324500345,-1.000000082690371e-10,FALSE
nb,4,4,-116.92915656113438,-9.350743379527263e-11,FALSE
nb,1,1,-42.309425359870815,-1.000000082690371e-10,FALSE
nb,0,6,-147.11395060825876,7.264213651231893e-7,FALSE
nb,1,1,-33.10604325103436,-1.000000082690371e-10,FALSE
nb,1,1,-50.681883626789826,-1.000000082690371e-10,FALSE
nb,9,9,-139.4504967166763,0.0017160687422421185,FALSE
nb,1,1,-125.11918623082309,8.037706849016849e-5,FALSE
nb,5,0,-162.3762187329813,0.055617359324821744,TRUE
nb,4,4,-137.36812718729004,0.001601580394803694,FALSE
nb,8,8,-138.07192166538366,6.510820842710919e-9,FALSE
nb,5,6,-165.86988871536965,9.994563109299605e-5,TRUE
nb,7,7,-76.44887304759551,1.4086265202592518e-10,FALSE
nb,2,4,-184.35795121561011,0.029387869137994016,FALSE
nb,6,6,-117.67363979994748,-1.0000000826903497e-10,FALSE
nb,8,8,-157.10769139443613,3.33605942044943e-8,FALSE
nb,0,0,-172.81519228863834,-1.0000000814176464e-10,FALSE
nb,3,8,-135.79319803001644,0.0012041841520605868,FALSE
nb,2,2,-188.09121069210516,3.3237005792679772e-6,FALSE
nb,2,6,-161.44795046938893,3.875589137328649e-4,FALSE
nb,6,6,-126.48084712228942,-8.68257236343275e-11,FALSE
nb,4,4,-179.60241130511142,0.00248372877417648,FALSE
nb,1,1,-39.31409303428259,-1.000000082690371e-10,FALSE
nb,4,6,-177.73310469707192,0.002860210464534694,FALSE
nb,1,1,-30.915098821297214,-1.000000082690371e-10,FALSE
nb,8,8,-111.809337452124,-1.0000000712962997e-10,FALSE
nb,6,6,-121.5129043974266,-1.000000078764098e-10,FALSE
nb,6,6,-116.48843199466839,-1.0000000826901593e-10,FALSE
nb,3,3,-198.3133309069988,-1.000000082690371e-10,FALSE
nb,5,6,-224.28891814113558,0.6916346859080554,TRUE
nb,9,9,-115.76518043712387,2.7412214705825107e-7,FALSE
nb,7,7,-84.99589684489334,4.904941861479491e-9,FALSE
nb,2,3,-178.8643421177896,0.3265553899366591,FALSE
nb,0,0,-164.55053671311168,-1.000000082690371e-10,FALSE
nb,2,2,-178.5804374724336,-9.940998984626034e-11,FALSE
nb,9,4,-185.71805632292947,1.2561739387695303e-5,FALSE
nb,9,9,-137.6163210250828,1.3991825727333358e-4,FALSE
nb,2,2,-161.0031516147572,3.707500533440729e-8,FALSE
nb,9,9,-92.49398068183658,-1.0000000630540769e-10,FALSE
nb,9,9,-100.20506140265577,-1.000000082566194e-10,FALSE
nb,7,7,-93.63899065408121,-9.999986836855259e-11,FALSE
nb,2,2,-179.3820016058592,-9.993294106068178e-11,FALSE
nb,2,2,-145.7312042859691,0.040935549224432426,FALSE
nb,5,3,-148.80254770168852,-9.999802508693721e-11,TRUE
nb,1,1,-54.65305905327736,-1.000000082690371e-10,FALSE
nb,0,0,-137.05606006279024,-4.785176429511198e-11,FALSE
nb,0,0,-136.44025476093262,-1.000000082690371e-10,FALSE
nb,4,9,-116.20796317467065,7.351254215624473e-10,FALSE
nb,6,6,-122.70947872584595,9.491655040301397e-9,FALSE
nb,7,7,-111.15364071457647,-4.932371020482775e-11,FALSE
nb,0,0,-122.39025580397328,-1.000000082690371e-10,FALSE
nb,1,1,-42.840774871205376,-1.000000082690371e-10,FALSE
nb,3,3,-121.58199444483252,7.725901572158041e-9,FALSE
nb,0,0,-179.01102200426712,-1.000000082690371e-10,FALSE
nb,8,0,-212.56463467940722,-9.996271628176066e-11,FALSE
nb,4,2,-201.66468832913105,0.003513006862607926,FALSE
nb,1,4,-142.24501855302444,6.422023107278763e-6,FALSE
nb,1,4,-158.19740498276425,-2.239479313586894e-12,FALSE
nb,1,4,-192.94791329066337,0.0016819103363761698,FALSE
nb,5,0,-150.35346152903773,-9.99999622925349e-11,TRUE
nb,9,9,-91.71001734725452,-1.0000000251932001e-10,FALSE
nb,1,1,-32.72588426767428,-1.000000082690371e-10,FALSE
nb,0,0,-141.22851052047886,-9.809038920830052e-11,FALSE
nb,1,1,-22.556158451218497,-1.000000082690371e-10,FALSE
nb,0,6,-147.90253802428842,0.10145745697289607,FALSE
nb,6,6,-137.77911213944856,-9.970137676728756e-11,FALSE
nb,1,1,-25.5995853837254,-1.000000082690371e-10,FALSE
nb,5,3,-158.34973568594407,2.1122243316347285e-8,TRUE
nb,4,4,-160.76996437015612,-3.242825940750553e-11,FALSE
nb,0,0,-182.77404185873445,-1.000000082690371e-10,FALSE
nb,6,6,-192.90861494856364,0.01778111274446259,FALSE
nb,1,1,-25.693614951977292,-1.000000082690371e-10,FALSE
nb,0,0,-150.78146951826736,-1.000000082690371e-10,FALSE
nb,3,3,-165.88137583190775,-1.0000000761099841e-10,FALSE
nb,6,6,-204.3258107348025,0.10372848808565442,FALSE
nb,3,3,-150.87147989720873,-9.999993506452197e-11,FALSE
nb,1,1,-36.96422495142355,-1.000000082690371e-10,FALSE
nb,1,1,-54.31444419312162,-1.000000082690371e-10,FALSE
nb,0,0,-174.68266806617942,-1.000000082690371e-10,FALSE
nb,6,6,-112.8060290863018,-1.000000082690371e-10,FALSE
nb,4,4,-135.7642637791356,0.0012708577726988906,FALSE
nb,1,1,-58.22415371260327,-1.000000082690371e-10,FALSE
nb,1,1,-56.44652599665063,-1.000000082690371e-10,FALSE
nb,1,1,-54.7232949835888,-1.000000082690371e-10,FALSE
nb,0,0,-145.01248967373286,-9.999980746469572e-11,FALSE
nb,3,3,-177.9471831728825,-1.0000000826903708e-10,FALSE
nb,0,0,-146.2960758346041,-9.999973221443586e-11,FALSE
nb,4,9,-129.52082475673697,0.008768208349415378,FALSE
nb,7,2,-133.68702403162624,0.8751598708938303,FALSE
nb,5,3,-132.2113498085609,7.054093817322715e-4,TRUE
nb,2,2,-144.88260115945073,9.651755754553209e-5,FALSE
nb,6,6,-124.45073069463326,7.570560628244564e-8,FALSE
nb,2,2,-141.7599934946195,-1.0000000826903369e-10,FALSE
nb,0,8,-179.65058327434764,0.4489395566083265,FALSE
nb,0,0,-135.08344119622532,-1.000000082690371e-10,FALSE
nb,9,9,-109.22840039281613,-9.999606687345478e-11,FALSE
nb,9,9,-96.74891638958599,-9.99998593593134e-11,FALSE
nb,7,7,-75.99963786196905,-9.972632054414264e-11,FALSE
nb,9,4,-150.02650398738126,0.6107934147227044,FALSE
nb,9,9,-129.7933937170658,6.456223455481843e-9,FALSE
nb,6,6,-110.55612025704917,-9.999996748689168e-11,FALSE
nb,6,6,-106.10735734623587,-1.0000000825845094e-10,FALSE
nb,8,8,-172.4044149210493,3.8355456547596154e-8,FALSE
nb,9,9,-128.7582478459568,1.9837480722342212e-9,FALSE
nb,1,1,-50.90037345736343,-1.000000082690371e-10,FALSE
nb,2,2,-165.37519094860775,-1.0000000826903677e-10,FALSE
nb,0,0,-186.3660916592423,-1.000000082690371e-10,FALSE
nb,9,8,-223.03964299963863,8.257814806558638e-8,FALSE
nb,6,6,-191.04692499178665,7.694495593325646e-6,FALSE
nb,7,9,-111.3638328325963,0.5827351119694058,FALSE
nb,0,0,-206.7686005204876,3.8745664383836776e-9,FALSE
nb,8,8,-143.78286483855237,0.07136829554620162,FALSE
nb,5,3,-218.69844150145838,-1.0000000826352277e-10,TRUE
nb,5,3,-299.11773222606485,0.6185516602330532,TRUE
nb,4,4,-204.94546254590625,8.081249696049825e-7,FALSE
nb,1,1,-57.72463447963724,-1.000000082690371e-10,FALSE
nb,3,3,-150.0512477602413,-1.0000000826902546e-10,FALSE
nb,1,1,-74.6355901655119,-1.000000082690295e-10,FALSE
nb,4,4,-129.20656007516448,2.1678858355996486e-11,FALSE
nb,2,2,-170.13886785984778,-1.000000082690371e-10,FALSE
nb,7,7,-158.01356772944885,-1.0000000242170778e-10,FALSE
nb,9,9,-112.87114121559517,-9.999080189389424e-11,FALSE
nb,5,3,-175.1490152973088,0.001552284425330799,TRUE
nb,5,8,-189.69348418956866,-3.582346170227724e-11,TRUE
nb,4,4,-161.71508445889958,-1.0000000826903644e-10,FALSE
nb,6,6,-122.48944156369123,-1.000000082690371e-10,FALSE
nb,0,0,-129.26090742971095,-1.000000082690371e-10,FALSE
nb,1,8,-140.1204481772032,0.008974146972075353,FALSE
nb,0,0,-209.8713396042796,-7.777291528561566e-11,FALSE
nb,1,1,-45.4217729466621,-1.000000082690371e-10,FALSE
nb,8,8,-192.58091169756577,5.323985696097626e-8,FALSE
nb,7,7,-169.10082260847253,-9.986340755637793e-11,FALSE
nb,5,3,-222.04692023005518,0.0014044064619377098,TRUE
nb,0,0,-175.8302824903482,-1.000000082690371e-10,FALSE
nb,1,1,-41.42954554946129,-1.000000082690371e-10,FALSE
nb,8,0,-297.3574948454413,-1.6463065972743975e-11,FALSE
nb,7,9,-205.58840537773412,0.8260163697444933,FALSE
nb,1,1,-62.04979552256052,-1.000000082690371e-10,FALSE
nb,1,1,-62.02190866930834,-1.000000082690371e-10,FALSE
nb,2,4,-227.31977092776071,0.6026584314026394,FALSE
nb,9,9,-94.77114161285789,-1.000000081118883e-10,FALSE
nb,9,9,-106.50753497693017,-9.614631017643017e-11,FALSE
nb,5,9,-128.72676562012927,2.5787277734681005e-4,TRUE
nb,0,0,-126.17330966871167,-1.000000082690371e-10,FALSE
nb,8,8,-209.8486052955806,0.5114612161505786,FALSE
nb,9,9,-103.68319389993519,-9.150650340559933e-11,FALSE
nb,9,9,-87.21934686177597,-9.999900998563434e-11,FALSE
nb,7,7,-100.58620556758655,0.0036406960158625263,FALSE
nb,0,0,-150.5082483158373,-1.000000082690371e-10,FALSE
nb,9,9,-97.75292906102916,-9.685358191113227e-11,FALSE
nb,8,8,-123.00770236531066,-1.0000000807088833e-10,FALSE
nb,4,9,-110.29853986573362,0.10425638036897705,FALSE
nb,0,0,-159.04044295175476,-1.000000082690371e-10,FALSE
nb,1,1,-43.908286133004076,-1.000000082690371e-10,FALSE
nb,0,0,-157.39202464055873,1.4209488598895146e-5,FALSE
nb,9,9,-87.96809956519421,-1.0000000826266244e-10,FALSE
nb,7,7,-91.85974404963736,-1.0000000112084201e-10,FALSE
nb,0,0,-126.97080584448615,-1.000000082690371e-10,FALSE
nb,7,7,-91.53784044032783,-1.0000000826902163e-10,FALSE
nb,5,3,-187.33749034997518,2.3053750688637477e-7,TRUE
nb,9,9,-97.54556474297338,-9.988331230262153e-11,FALSE
nb,7,7,-76.9570187341948,2.7015122866369725e-5,FALSE
nb,3,3,-139.77276945024892,3.258540833293202e-7,FALSE
nb,3,3,-165.11499091711738,0.0072592462064362115,FALSE
nb,1,1,-23.708254832699794,-1.000000082690371e-10,FALSE
nb,9,9,-133.70657902596736,-9.955274304427205e-11,FALSE
nb,7,7,-123.21293216373465,-1.000000082690371e-10,FALSE
nb,2,2,-171.07860796547976,-9.99999431938429e-11,FALSE
nb,0,0,-212.8238297267448,-1.000000082690371e-10,FALSE
nb,1,1,-37.55322389216287,-1.000000082690371e-10,FALSE
nb,5,8,-146.68329165562642,0.019920098122794504,TRUE
nb,5,3,-151.9478554559649,1.4329820520475185e-9,TRUE
nb,1,1,-23.483581527193664,-1.000000082690371e-10,FALSE
nb,9,9,-104.69600880984905,1.2149670979309222e-10,FALSE
nb,0,0,-160.17421058254013,-1.0000000789744436e-10,FALSE
nb,5,6,-165.79394644443533,0.004691603807498976,TRUE
nb,5,0,-261.34076097872907,0.39106321278782097,TRUE
nb,1,1,-42.59260843792169,-1.000000082690371e-10,FALSE
nb,0,0,-181.4021549564888,-1.000000082690371e-10,FALSE
nb,7,9,-110.83141862894709,0.021226781141243076,FALSE
nb,5,3,-224.82606916808237,2.6507087757964702e-6,TRUE
nb,5,0,-180.7556595560764,0.5405024055533703,TRUE
nb,1,1,-48.27354578881132,-1.000000082690371e-10,FALSE
nb,8,8,-136.92605403283338,-9.841070454141523e-11,FALSE
nb,2,2,-171.71729823789406,-2.0105507465221004e-11,FALSE
nb,5,3,-249.14988038427825,0.2671805617092556,TRUE
nb,5,3,-197.76251796176885,5.051541061018621e-8,TRUE
nb,1,1,-55.01825749956495,-1.000000082690371e-10,FALSE
nb,8,8,-184.55619654432383,-9.999606401989535e-11,FALSE
nb,2,2,-177.21413824963008,0.5778844237266147,FALSE
nb,8,8,-149.05737973395603,0.0010244503981979656,FALSE
nb,1,1,-38.27070554513852,-1.000000082690371e-10,FALSE
nb,4,4,-165.72546176574582,-1.0000000826902495e-10,FALSE
nb,3,3,-141.61256991256718,-5.844540417712482e-11,FALSE
nb,5,8,-136.41630002140755,0.013857269185000295,TRUE
nb,8,8,-123.51241844597824,1.9071422876685418e-8,FALSE
nb,0,0,-130.80524426263293,-9.964374379890475e-11,FALSE
nb,9,9,-109.42458885247484,-6.587635103319883e-11,FALSE
nb,0,0,-123.85561957381593,-1.000000082690371e-10,FALSE
nb,9,9,-92.853080897104,-9.999496703512873e-11,FALSE
nb,6,6,-139.82678322871502,-9.999960691904523e-11,FALSE
nb,3,3,-136.75493559116373,0.3573977878575633,FALSE
nb,1,1,-26.216860620084258,-1.000000082690371e-10,FALSE
nb,7,7,-119.03666843114573,0.03128376218067782,FALSE
nb,8,8,-113.23549447124594,-1.0000000825712055e-10,FALSE
nb,7,7,-119.9255340083694,-9.999916300380686e-11,FALSE
nb,5,6,-141.8201702698014,0.05343905297800591,TRUE
nb,2,8,-329.80144597648285,0.9473919585067209,FALSE
nb,1,4,-113.8568180232148,0.7236089102735715,FALSE
